ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
693,19,19,0,0,0,1,1,0,2,3,1,23.312,9,0,38.85,38.85,FRAUD
603,13,13,0,0,1,1,0,0,1,3,1,45.504,9,0,12.95,12.95,FRAUD
649,12,12,0,0,1,1,1,0,5,2,1,-38.952,27,0,12.95,12.95,FRAUD
614,11,11,0,0,1,1,1,0,1,3,1,26.512,20,0,49.95,49.95,LEGIT
356,19,19,0,0,1,1,1,0,2,3,1,-8.536,11,0,12.95,12.95,LEGIT
113,18,18,1,0,1,0,1,0,1,3,1,-12.08,25,1,38.85,38.85,FRAUD
667,14,14,0,0,1,1,0,0,1,0,0,-10.792,8,0,38.85,38.85,FRAUD
386,11,11,0,0,0,1,1,0,1,2,0,37.872,18,0,12.95,12.95,LEGIT
672,22,22,0,0,0,0,0,0,1,3,1,15.288,20,0,11.01,11.01,LEGIT
649,15,15,0,0,0,0,0,0,1,3,1,12.016,23,0,38.85,38.85,FRAUD
166,17,17,0,0,1,0,0,0,1,2,0,16.296,6,6,12.95,12.95,LEGIT
649,8,8,0,0,1,1,1,0,1,3,0,1.8,9,9,10.36,10.36,FRAUD
113,16,16,0,0,1,1,0,0,1,3,0,-59.272,14,0,10.36,10.36,LEGIT
685,13,13,0,0,1,1,1,0,1,3,1,14.376,9,9,20.72,20.72,LEGIT
667,16,16,0,0,1,0,1,0,1,3,0,30.896,22,2,12.95,12.95,FRAUD
600,5,4,0,0,0,1,0,0,1,3,0,1.288,32,0,19.95,19.95,LEGIT
670,19,19,0,0,1,0,0,0,2,3,1,48.68,8,0,34.95,34.95,FRAUD
685,19,19,0,0,0,1,1,0,3,3,1,43.088,9,2,12.95,12.95,LEGIT
647,18,18,0,0,1,1,1,0,2,3,0,-36.928,10,4,38.85,38.85,LEGIT
634,20,20,0,0,1,1,0,0,1,3,1,-38.688,6,0,38.85,38.85,LEGIT
664,17,17,0,0,1,1,1,0,1,0,1,-12.688,20,0,12.95,12.95,FRAUD
602,15,15,0,0,0,1,1,0,1,2,0,-56.976,21,4,10.36,10.36,LEGIT
655,18,18,0,0,1,0,0,0,1,2,0,42.072,8,0,12.95,12.95,LEGIT
683,3,3,0,0,0,1,0,0,1,3,0,11.04,18,2,38.85,38.85,FRAUD
601,17,17,0,0,0,1,1,0,1,3,1,14.816,8,0,38.85,38.85,LEGIT
398,14,14,0,0,0,1,0,0,1,3,1,20.776,20,0,38.85,38.85,FRAUD
693,18,18,0,0,0,1,0,0,1,3,1,9.984,9,0,38.85,38.85,FRAUD
649,9,9,0,0,0,1,0,0,1,3,0,49.272,18,0,49.95,49.95,FRAUD
655,20,20,0,0,1,1,0,0,1,3,0,37.512,8,0,38.85,38.85,LEGIT
677,13,13,0,0,0,1,1,0,1,0,0,10.76,19,3,12.95,12.95,FRAUD
669,18,18,0,0,1,1,1,0,1,2,0,17.136,21,0,12.95,12.95,FRAUD
688,20,20,0,0,0,1,0,0,2,3,0,13.904,23,3,12.95,12.95,LEGIT
119,11,11,0,0,1,1,1,0,1,2,0,-53.272,13,2,38.85,38.85,FRAUD
677,21,21,0,0,1,1,0,0,1,2,0,42.744,9,0,38.85,38.85,FRAUD
614,14,14,0,0,1,1,0,0,2,3,0,11.232,7,0,12.95,12.95,LEGIT
649,17,17,0,0,1,0,0,0,1,2,0,-14.968,9,3,12.95,12.95,LEGIT
683,0,0,0,0,0,0,0,0,1,3,1,40.784,10,2,38.85,38.85,FRAUD
114,13,13,1,0,1,1,1,0,1,3,1,44.28,16,2,38.85,38.85,LEGIT
675,7,7,1,0,0,0,1,0,6,3,1,49.144,11,0,38.85,38.85,FRAUD
430,13,13,0,0,0,1,0,0,1,0,0,-13.616,10,1,49.95,49.95,LEGIT
683,13,13,0,0,1,0,0,0,1,3,0,31.08,8,0,12.95,12.95,FRAUD
685,15,15,0,0,1,0,0,0,1,3,1,10.952,21,3,38.85,38.85,LEGIT
166,10,10,0,0,1,0,0,0,2,3,0,29,6,1,31.08,31.08,LEGIT
644,12,12,1,0,1,0,1,0,1,2,1,-44.952,27,0,10.36,10.36,LEGIT
125,10,10,0,0,1,0,0,0,2,3,0,-9.712,9,9,59.4,59.4,LEGIT
112,14,14,0,0,0,0,0,0,1,3,1,18.344,12,0,12.95,12.95,LEGIT
113,20,20,0,0,0,0,0,0,2,3,1,6.704,19,1,12.95,12.95,LEGIT
119,16,16,0,0,1,1,1,0,3,3,0,33.168,12,0,20.72,20.72,FRAUD
669,16,16,0,0,1,0,0,0,1,2,0,-21.704,9,9,12.95,12.95,LEGIT
685,13,13,0,0,0,1,0,0,1,0,0,-55.832,18,3,38.85,38.85,FRAUD
655,7,7,0,0,1,0,1,0,1,2,0,0.008,10,2,38.85,38.85,LEGIT
356,12,12,0,0,1,0,0,0,1,3,0,-46.312,7,4,10.36,10.36,FRAUD
110,16,16,0,0,1,0,0,0,1,3,0,0.088,13,0,38.85,38.85,FRAUD
625,17,17,0,0,1,0,0,0,2,3,0,29.632,12,0,25.9,25.9,LEGIT
114,21,21,0,0,0,1,0,0,1,3,0,-3.024,20,4,49.95,49.95,FRAUD
685,17,17,0,0,1,1,0,0,2,3,1,7.168,7,0,12.95,12.95,FRAUD
672,22,22,0,0,1,0,0,0,1,0,1,14.256,7,0,12.95,12.95,LEGIT
683,19,19,1,0,1,1,0,0,1,2,0,17.792,8,0,47.52,47.52,FRAUD
629,14,14,0,0,0,1,0,0,1,3,0,22.616,20,0,38.85,38.85,FRAUD
683,13,13,0,0,1,0,0,0,1,3,1,40.88,11,0,38.85,38.85,FRAUD
110,12,12,1,0,1,1,1,0,1,2,0,-27.4,28,1,10.36,10.36,LEGIT
127,19,19,0,0,1,1,0,0,2,3,0,32,8,2,38.85,38.85,FRAUD
630,11,11,0,0,1,1,0,0,1,3,1,-55.448,7,0,49.95,49.95,LEGIT
667,18,18,0,0,1,1,1,0,2,2,0,4.272,18,0,12.95,12.95,FRAUD
398,21,21,0,0,1,1,0,0,1,3,0,19.416,10,0,38.85,38.85,LEGIT
672,12,12,0,0,1,0,0,0,1,2,0,-3.12,6,0,10.36,10.36,FRAUD
667,17,17,0,0,1,0,0,0,1,3,0,6.456,8,0,10.36,10.36,FRAUD
117,10,10,0,0,1,1,1,0,3,1,0,1.528,12,6,12.95,12.95,LEGIT
602,11,11,0,1,1,1,0,0,1,2,1,11.12,20,2,10.36,10.36,FRAUD
679,17,17,0,0,0,1,0,0,1,2,0,40.328,19,0,12.95,12.95,FRAUD
667,16,16,0,0,1,1,0,0,2,2,1,39.504,7,7,12.95,12.95,FRAUD
362,15,15,0,0,0,1,1,0,2,2,1,34.536,31,0,31.08,31.08,LEGIT
656,22,22,0,0,1,1,1,0,2,2,0,23.448,20,0,38.85,38.85,FRAUD
355,22,22,1,0,1,0,0,0,1,1,1,38.184,21,0,12.95,12.95,FRAUD
649,17,17,0,0,1,1,1,0,1,1,0,6.568,23,2,14.95,14.95,FRAUD
683,18,18,0,0,1,1,1,0,1,3,1,0.632,13,0,12.95,12.95,FRAUD
669,17,17,0,0,0,0,0,0,1,3,1,-111.816,20,0,12.95,12.95,FRAUD
655,11,11,0,0,1,0,1,0,1,2,1,53.072,8,2,10.36,10.36,LEGIT
600,18,18,0,0,1,1,1,0,2,0,0,5.136,7,2,38.85,38.85,LEGIT
667,11,11,0,0,1,1,1,0,1,3,1,-17.776,9,9,12.95,12.95,FRAUD
166,21,21,0,0,1,1,0,0,1,3,0,38.168,6,2,31.08,31.08,FRAUD
647,18,18,1,0,0,0,1,0,1,3,0,32.712,25,0,38.85,38.85,LEGIT
450,12,12,0,0,0,0,0,0,2,4,1,2.928,9,0,0,0,FRAUD
428,7,7,0,0,1,1,1,0,2,2,1,30.832,19,2,11.65,11.65,FRAUD
655,7,7,0,0,1,1,1,0,3,1,1,-43.336,6,0,12.95,12.95,LEGIT
683,14,14,0,0,0,0,0,0,1,3,1,-8.504,7,1,10.36,10.36,FRAUD
127,14,14,0,0,1,1,0,0,1,3,0,40.632,20,3,12.95,12.95,LEGIT
669,19,19,0,0,0,1,1,0,1,3,1,10.84,15,0,49.95,49.95,FRAUD
687,11,11,0,0,0,1,0,0,1,2,0,8.424,11,0,49.95,49.95,FRAUD
649,12,12,0,0,1,1,0,0,1,3,0,15.944,9,0,12.95,12.95,FRAUD
113,10,10,1,0,0,1,1,0,1,4,1,-31.424,6,0,0,0,LEGIT
120,18,18,0,0,0,1,1,0,1,3,0,-48.352,15,0,20.72,20.72,FRAUD
118,18,18,0,0,1,0,0,0,1,3,1,-21.544,6,0,11.01,11.01,LEGIT
683,8,8,0,0,1,0,0,0,1,2,0,4.44,21,0,10.36,10.36,FRAUD
452,1,1,0,0,0,1,0,0,1,2,0,8.672,20,4,12.95,12.95,FRAUD
649,13,13,1,0,0,1,1,0,1,4,0,-52.784,8,0,12.95,12.95,FRAUD
151,22,22,0,0,0,1,1,0,2,2,1,51.8,10,0,39.96,39.96,FRAUD
634,12,12,0,0,1,1,1,0,2,1,0,10.52,19,2,38.85,38.85,LEGIT
648,13,13,0,0,1,1,0,0,1,3,0,-71.992,9,0,49.95,49.95,LEGIT
672,17,17,0,0,1,1,1,0,1,2,1,8.888,12,0,38.85,38.85,FRAUD
104,12,12,1,0,0,0,0,0,1,0,0,-76.688,8,4,38.85,38.85,LEGIT
308,19,19,0,0,0,0,0,0,1,1,0,-63.368,19,0,38.85,38.85,FRAUD
398,22,22,1,0,1,1,1,1,1,3,0,11.648,7,2,12.95,12.95,LEGIT
124,15,15,0,0,0,1,1,0,1,3,0,14.6,9,0,49.95,49.95,LEGIT
655,1,1,0,0,0,0,0,0,1,2,0,47.088,18,2,49.95,49.95,LEGIT
355,11,11,0,0,1,1,0,0,1,2,0,-17.032,22,0,38.85,38.85,FRAUD
670,15,15,0,0,0,0,0,0,1,4,0,-43.824,19,0,0,0,FRAUD
630,11,11,0,0,1,1,1,0,1,3,0,15.768,11,0,12.95,12.95,LEGIT
685,7,7,0,0,0,1,0,0,1,3,0,-21.008,22,0,12.95,12.95,LEGIT
685,10,10,0,0,1,0,0,0,1,3,0,25.12,9,9,31.08,31.08,FRAUD
166,0,0,0,0,0,1,1,0,1,2,0,-1.112,7,0,12.95,12.95,LEGIT
656,11,11,1,0,1,0,0,0,1,3,0,22.432,9,0,12.95,12.95,FRAUD
166,6,6,0,0,1,1,0,0,1,3,0,31.232,13,0,38.85,38.85,FRAUD
680,18,18,0,0,1,1,1,0,1,2,0,-28.2,9,2,10.36,10.36,FRAUD
649,12,12,0,0,1,0,0,0,2,2,1,-111.792,7,2,10.36,10.36,FRAUD
690,18,18,0,0,1,0,0,0,1,4,0,23.744,9,9,12.95,12.95,FRAUD
677,19,19,0,0,0,1,1,0,1,3,0,45.544,25,3,23.4,23.4,FRAUD
601,8,8,0,0,1,0,0,0,1,0,1,33.28,16,6,12.95,12.95,LEGIT
655,12,12,0,0,0,0,0,0,1,3,0,-21.824,21,0,12.95,12.95,FRAUD
601,19,19,0,0,1,1,1,0,1,3,1,39.728,9,9,25.9,25.9,LEGIT
113,13,13,0,0,1,1,0,0,1,3,1,33.56,7,0,12.95,12.95,FRAUD
634,16,16,0,0,0,0,0,0,1,3,1,-34.696,23,0,49.95,49.95,LEGIT
669,21,21,1,0,1,0,0,0,3,3,0,28.568,9,9,10.36,10.36,FRAUD
649,10,10,0,0,1,0,0,0,1,2,1,26.552,7,0,20.72,20.72,FRAUD
655,14,14,0,0,0,0,0,0,1,2,0,-50.384,7,0,38.85,38.85,LEGIT
600,18,18,0,0,0,0,0,0,1,2,1,-13.056,23,0,12.95,12.95,LEGIT
385,12,12,0,0,1,1,1,0,1,2,1,21.448,10,0,10.36,10.36,FRAUD
649,8,8,0,0,0,0,0,0,1,3,1,-11.744,24,0,38.85,38.85,FRAUD
670,14,14,0,0,0,1,0,0,2,3,0,-70.536,17,0,49.95,49.95,FRAUD
355,11,11,0,0,1,0,0,0,1,3,0,29.152,20,0,59.4,59.4,LEGIT
672,14,14,0,0,1,1,1,0,1,3,0,8.856,19,1,10.36,10.36,FRAUD
420,17,17,0,0,1,0,0,0,2,3,1,-25.184,9,9,11.01,11.01,FRAUD
656,23,23,0,0,0,1,0,0,2,3,1,35.264,19,0,38.85,38.85,FRAUD
685,21,21,0,0,1,0,0,0,2,3,0,9.864,9,3,10.36,10.36,FRAUD
669,9,9,0,0,0,0,1,0,2,2,0,18.352,24,4,12.95,12.95,FRAUD
656,16,16,0,0,1,0,0,0,2,3,1,-14.776,6,0,12.95,12.95,FRAUD
104,21,21,0,0,1,0,0,0,1,0,0,28.256,24,0,10.36,10.36,FRAUD
655,10,10,0,0,1,0,1,1,2,3,0,46.464,9,9,12.95,12.95,FRAUD
655,16,16,0,0,1,1,1,0,1,0,0,9.44,7,4,12.95,12.95,FRAUD
675,13,13,0,0,0,1,1,0,1,0,0,-15.056,6,0,38.85,38.85,FRAUD
644,21,21,0,0,0,0,1,0,2,0,1,3.76,10,0,38.85,38.85,LEGIT
683,14,14,0,0,0,1,1,0,1,4,1,28.408,17,0,0,0,FRAUD
667,14,14,0,0,1,1,1,0,2,3,0,4.272,18,0,12.95,12.95,FRAUD
669,11,11,0,0,0,0,0,0,1,2,1,-13.488,27,0,38.85,38.85,FRAUD
109,12,12,0,0,0,0,0,0,1,3,1,16.96,18,0,12.95,12.95,FRAUD
690,20,20,0,0,1,1,0,0,2,3,1,-3.272,10,0,12.95,12.95,FRAUD
428,6,6,1,0,1,1,0,0,1,2,1,18.024,29,0,10.36,10.36,FRAUD
683,20,20,0,0,0,1,1,0,1,3,1,14.008,38,0,38.85,38.85,FRAUD
685,17,17,0,0,0,1,1,0,4,4,1,-30.984,24,0,0,0,LEGIT
614,17,17,0,0,1,1,0,0,1,0,0,18.88,21,0,10.36,10.36,FRAUD
650,14,14,0,0,0,0,0,0,1,3,0,12.696,19,0,12.95,12.95,FRAUD
355,20,20,0,0,0,0,0,0,2,3,0,-25.192,21,0,12.95,12.95,LEGIT
648,18,17,0,0,0,0,0,0,1,3,0,-62,12,0,49.95,49.95,FRAUD
655,17,18,0,0,0,1,0,0,1,3,1,39.624,16,3,38.85,38.85,LEGIT
650,18,18,0,0,0,1,1,0,1,3,1,45.224,25,0,38.85,38.85,FRAUD
648,12,12,0,0,1,0,0,0,2,2,1,11.408,7,0,12.95,12.95,FRAUD
655,12,12,0,0,0,1,0,0,1,3,1,-16.744,18,0,38.85,38.85,FRAUD
102,18,18,0,0,0,0,0,0,1,3,1,-1.248,25,0,49.95,49.95,LEGIT
693,18,18,0,0,1,1,0,0,1,2,1,12.688,15,1,49.95,49.95,FRAUD
114,19,19,0,0,1,0,0,0,1,2,0,33.256,9,0,31.08,31.08,FRAUD
369,1,1,0,1,1,1,0,0,2,3,1,17.064,10,0,10.36,10.36,FRAUD
649,17,17,0,0,0,0,0,0,1,3,0,-45.864,8,5,10.36,10.36,FRAUD
398,8,8,0,0,1,1,1,0,1,3,0,25.768,7,2,38.85,38.85,LEGIT
669,21,21,0,0,0,0,0,0,1,2,0,19.232,20,2,12.95,12.95,FRAUD
655,13,13,0,0,0,1,0,0,1,0,0,34.872,23,0,49.95,49.95,LEGIT
685,18,18,0,0,1,1,1,0,2,2,0,0.664,6,4,12.95,12.95,LEGIT
125,15,15,0,0,1,0,0,0,1,2,0,24.384,12,2,10.36,10.36,FRAUD
111,8,8,0,0,1,1,1,0,1,2,0,24.392,8,0,12.95,12.95,FRAUD
656,15,15,0,1,0,1,1,0,1,3,1,-30.736,6,0,38.85,38.85,FRAUD
602,16,16,0,0,0,0,0,0,1,3,0,37.672,14,0,34.95,34.95,FRAUD
672,8,8,0,0,0,1,1,0,3,2,0,-81.696,23,2,38.85,38.85,LEGIT
398,10,10,0,0,1,0,0,0,4,0,1,-29.576,10,4,12.95,12.95,LEGIT
601,10,10,0,0,0,1,1,0,2,2,1,0.256,14,2,12.95,12.95,LEGIT
656,16,16,0,0,1,0,0,0,2,3,1,19.456,9,2,25.9,25.9,FRAUD
122,0,0,0,0,1,1,1,0,1,2,0,38.768,28,0,11.01,11.01,LEGIT
430,21,21,1,0,1,1,1,0,1,2,1,52.856,9,3,12.95,12.95,LEGIT
656,21,21,0,0,1,1,1,0,1,2,0,-24.84,16,2,10.36,10.36,FRAUD
648,23,23,0,0,0,1,0,0,1,3,1,46.056,21,0,12.95,12.95,FRAUD
670,20,20,0,0,1,0,0,0,2,3,1,32.08,9,1,12.95,12.95,FRAUD
630,4,4,0,0,0,0,0,0,1,3,0,-38.184,23,0,31.08,31.08,LEGIT
648,11,11,0,0,0,0,0,0,1,3,1,34.76,15,4,38.85,38.85,FRAUD
398,18,18,0,0,0,1,0,0,2,2,1,37.576,10,0,25.9,25.9,LEGIT
655,15,15,0,0,1,1,0,0,1,2,0,6.552,21,0,31.08,31.08,LEGIT
115,14,14,0,0,1,0,0,0,1,3,0,9.224,9,9,12.95,12.95,FRAUD
614,10,10,0,0,1,1,1,0,1,3,1,29.432,6,0,12.95,12.95,FRAUD
683,7,7,0,0,1,1,1,0,1,2,0,32.48,10,0,31.08,31.08,FRAUD
656,13,13,0,0,0,1,0,0,1,3,0,2.752,17,0,12.95,12.95,FRAUD
601,23,23,1,0,0,1,0,0,1,3,0,44.992,25,0,12.95,12.95,LEGIT
121,11,11,0,0,1,1,0,0,2,3,1,-18.328,14,4,12.95,12.95,FRAUD
355,0,0,0,0,0,1,1,1,1,4,0,-3.408,8,0,38.85,38.85,LEGIT
667,19,19,0,0,1,0,0,0,1,3,0,-0.68,16,4,38.85,38.85,FRAUD
650,8,8,0,0,0,1,1,0,2,3,0,-34.048,16,0,38.85,38.85,LEGIT
398,8,8,0,0,1,1,0,0,1,3,0,17.616,8,0,20.72,20.72,FRAUD
690,21,21,0,0,1,0,0,0,1,4,0,23.744,9,9,12.95,12.95,FRAUD
600,18,18,0,0,0,1,1,0,1,2,1,4.072,22,0,12.95,12.95,LEGIT
625,13,13,0,0,0,1,0,0,1,3,0,23.68,20,1,11.65,11.65,LEGIT
685,15,15,0,0,0,1,0,0,1,1,0,-32.416,21,0,49.95,49.95,FRAUD
679,22,22,0,0,0,1,0,0,1,3,1,8.008,19,2,49.95,49.95,FRAUD
683,14,14,0,0,0,0,0,0,1,3,0,27.216,20,0,38.85,38.85,FRAUD
667,9,9,0,0,0,0,0,0,1,2,1,11.064,17,0,12.95,12.95,FRAUD
693,20,20,0,0,1,1,1,0,2,3,1,8.44,11,2,12.95,12.95,FRAUD
614,20,20,0,0,1,1,0,0,1,0,0,18.88,21,0,31.08,31.08,LEGIT
687,19,19,0,0,0,0,0,0,1,2,0,-52.704,7,0,38.85,38.85,FRAUD
672,17,17,1,0,0,0,0,0,1,3,0,13.096,16,0,38.85,38.85,FRAUD
675,16,16,0,0,1,0,0,0,2,3,0,-22.088,10,0,31.08,31.08,LEGIT
103,22,22,0,0,0,1,1,0,1,3,0,13.112,21,0,49.95,49.95,LEGIT
683,17,17,0,0,1,1,0,0,1,3,1,39.928,7,0,12.95,12.95,FRAUD
125,21,21,0,0,1,1,0,0,2,1,0,-41.448,8,0,38.85,38.85,LEGIT
648,22,22,0,0,0,0,0,0,1,2,0,-28.576,20,0,38.85,38.85,LEGIT
634,10,10,0,0,1,0,0,0,2,3,1,-10.24,6,0,31.08,31.08,LEGIT
649,17,17,1,0,0,0,0,0,1,2,1,-7.752,12,0,12.95,12.95,FRAUD
683,8,8,0,0,1,1,1,0,1,3,0,32.48,10,0,10.36,10.36,FRAUD
166,13,13,1,0,1,0,0,0,1,2,0,41.928,13,0,49.95,49.95,FRAUD
683,13,13,1,0,0,0,1,0,1,3,0,-41.328,17,2,38.85,38.85,LEGIT
685,7,7,1,0,1,1,1,1,1,2,0,17.944,8,0,38.85,38.85,LEGIT
683,10,10,0,0,1,1,0,0,1,3,1,39.928,7,0,12.95,12.95,FRAUD
116,20,20,1,0,1,0,0,0,2,3,0,38.392,9,0,10.36,10.36,LEGIT
630,14,14,0,0,1,0,0,0,1,0,0,18.328,18,0,14.95,14.95,LEGIT
649,19,19,0,0,0,1,0,0,1,2,1,-30.232,18,3,12.95,12.95,FRAUD
102,21,21,0,0,0,0,0,0,1,4,0,26.976,8,0,38.85,38.85,LEGIT
102,17,17,1,0,0,1,0,0,1,2,1,-1.256,22,0,10.36,10.36,LEGIT
655,11,11,0,0,0,1,0,0,1,0,0,26.08,20,0,38.85,38.85,LEGIT
655,23,23,1,0,0,0,0,0,1,2,0,-20.376,15,0,49.95,49.95,LEGIT
655,8,7,0,0,0,0,1,0,1,2,1,38.264,20,2,12.95,12.95,FRAUD
687,8,8,1,0,0,0,0,0,1,3,1,52.992,8,0,12.95,12.95,FRAUD
602,16,16,0,0,1,1,1,0,1,3,0,-5.808,11,0,38.85,38.85,LEGIT
669,13,13,0,0,0,1,1,0,1,3,0,-22.784,22,0,38.85,38.85,FRAUD
667,13,13,0,0,1,1,1,0,1,3,0,13.176,10,3,12.95,12.95,FRAUD
685,8,8,0,0,1,0,1,0,2,3,0,-1.048,8,2,11.65,11.65,FRAUD
669,11,11,0,0,0,1,1,0,1,3,0,32.048,16,4,12.95,12.95,FRAUD
430,0,0,0,0,1,0,0,0,1,3,1,48.376,17,0,12.95,12.95,FRAUD
117,12,12,0,0,1,1,0,0,1,2,0,-32.592,10,0,38.85,38.85,LEGIT
101,9,9,0,0,0,0,0,0,1,2,0,42.928,19,2,12.95,12.95,FRAUD
669,21,21,0,0,1,1,1,0,2,3,1,29.848,20,4,12.95,12.95,FRAUD
655,14,14,0,0,0,0,0,0,1,0,0,41.184,23,0,12.95,12.95,LEGIT
683,11,11,0,0,0,1,1,0,1,3,0,12.392,7,0,38.85,38.85,LEGIT
122,2,2,0,0,1,1,0,0,2,3,1,15.296,11,0,38.85,38.85,LEGIT
648,16,16,0,0,1,1,1,0,1,3,1,3.408,8,0,10.36,10.36,FRAUD
629,17,17,0,0,0,1,0,0,1,3,0,-7.464,17,0,38.85,38.85,LEGIT
655,9,9,0,0,1,1,1,0,1,2,0,7.608,25,0,12.95,12.95,LEGIT
420,23,23,0,0,1,1,1,0,3,2,0,23.8,22,1,12.95,12.95,FRAUD
655,15,15,0,0,1,1,1,0,1,0,0,-23.488,8,0,25.9,25.9,LEGIT
670,11,11,1,0,1,1,1,0,1,3,1,4.232,16,0,38.85,38.85,FRAUD
430,15,15,0,0,0,1,0,0,1,3,0,50.56,21,0,49.95,49.95,LEGIT
166,14,14,0,0,1,0,0,0,1,3,0,26.8,11,4,12.95,12.95,LEGIT
649,16,16,0,0,1,1,0,0,1,2,0,-0.528,9,9,25.9,25.9,FRAUD
672,0,0,0,0,0,1,1,0,1,3,0,8.696,12,1,38.85,38.85,LEGIT
664,17,17,0,0,1,1,1,0,1,3,1,-62.328,16,0,38.85,38.85,FRAUD
114,8,8,0,0,1,0,0,0,1,3,1,-41.912,7,0,38.85,38.85,FRAUD
601,7,7,0,0,1,1,0,0,1,3,0,-5.352,25,0,12.95,12.95,LEGIT
385,10,10,1,0,0,1,0,0,1,3,1,16.352,9,4,49.95,49.95,LEGIT
683,9,9,0,0,1,0,0,0,1,3,0,25.816,7,0,12.95,12.95,FRAUD
655,13,13,0,0,1,1,0,0,3,2,0,26.648,8,0,10.36,10.36,LEGIT
116,18,18,0,0,1,0,0,0,1,0,1,-29.04,11,3,38.85,38.85,LEGIT
430,15,15,0,0,0,0,0,0,1,0,0,42.712,19,1,12.95,12.95,FRAUD
602,20,20,1,0,0,1,0,0,2,2,1,17.32,18,0,20.72,20.72,LEGIT
113,15,15,0,0,1,1,1,0,1,3,0,3.632,9,9,38.85,38.85,FRAUD
111,16,16,0,0,0,1,1,0,1,3,0,35.624,20,2,38.85,38.85,LEGIT
655,9,9,1,0,1,1,1,0,1,3,0,-2.856,9,0,12.95,12.95,FRAUD
116,17,17,0,0,1,0,1,0,1,2,0,16.016,11,0,25.9,25.9,FRAUD
644,10,10,0,0,0,1,1,0,1,3,1,10.888,26,0,25.9,25.9,FRAUD
398,10,10,1,0,0,1,1,0,1,3,1,38.52,22,0,38.85,38.85,FRAUD
670,12,12,0,0,1,0,1,0,1,3,0,1.872,11,4,38.85,38.85,FRAUD
656,18,18,0,0,0,1,1,0,2,2,0,-50.776,10,1,12.95,12.95,FRAUD
428,14,14,0,0,0,1,0,0,1,3,1,41.712,16,0,38.85,38.85,LEGIT
603,11,11,0,0,1,1,0,0,1,3,0,20.344,7,2,38.85,38.85,LEGIT
602,23,23,0,0,1,1,0,0,2,3,0,15.6,17,2,12.95,12.95,LEGIT
308,16,16,0,0,1,0,1,0,1,0,1,53.104,9,2,10.36,10.36,FRAUD
683,9,9,1,0,0,0,0,0,1,2,1,39.512,25,0,10.36,10.36,FRAUD
102,15,14,0,0,1,0,0,0,1,3,0,-72.504,6,2,12.95,12.95,FRAUD
693,16,16,0,0,1,1,1,0,1,0,0,2.024,7,1,38.85,38.85,FRAUD
607,17,17,0,0,1,1,1,0,1,2,1,59.976,12,0,10.36,10.36,FRAUD
675,23,23,0,0,1,0,0,0,1,0,0,11.112,9,9,12.95,12.95,LEGIT
683,15,15,1,0,1,0,0,0,1,3,1,-5.856,8,0,12.95,12.95,FRAUD
103,15,15,1,0,1,1,0,0,1,3,0,25.936,10,0,10.36,10.36,FRAUD
683,14,14,1,0,1,0,0,0,1,3,0,39.864,8,0,31.08,31.08,FRAUD
685,14,14,0,0,0,0,0,0,1,0,0,-34.264,14,0,38.85,38.85,LEGIT
683,10,10,0,0,1,1,1,0,1,0,0,-51.088,9,9,38.85,38.85,FRAUD
122,21,21,1,0,1,0,0,0,1,3,1,0.056,10,5,12.95,12.95,LEGIT
106,16,16,0,0,1,1,1,0,20,4,1,45.776,38,23,0,0,LEGIT
113,22,22,0,0,0,1,1,0,1,3,0,-63.504,19,0,38.85,38.85,FRAUD
683,14,14,0,0,0,1,1,0,1,2,1,44.28,18,0,10.36,10.36,FRAUD
685,12,12,0,0,1,1,1,0,2,3,0,-2.896,6,0,12.95,12.95,FRAUD
614,22,22,0,0,1,1,1,0,2,3,1,34.704,11,5,12.95,12.95,FRAUD
648,0,0,0,0,0,0,0,0,1,3,1,25.304,19,0,38.85,38.85,FRAUD
614,10,10,0,0,0,1,0,0,1,3,0,21.192,9,2,49.95,49.95,LEGIT
398,11,11,0,0,1,1,1,0,1,3,1,-3.968,24,0,12.95,12.95,FRAUD
669,19,19,0,0,1,0,0,0,1,2,0,-13.624,9,9,12.95,12.95,FRAUD
601,17,17,0,0,0,1,0,0,1,3,0,11.816,22,0,38.85,38.85,LEGIT
428,12,12,0,0,1,0,0,0,1,1,1,0.832,12,4,12.95,12.95,LEGIT
679,19,19,0,0,1,0,1,0,3,2,1,10.144,14,4,12.95,12.95,FRAUD
601,9,9,0,0,1,1,0,0,2,0,0,-31.36,12,0,25.9,25.9,FRAUD
685,11,11,0,0,0,1,1,0,2,4,1,21.384,10,1,38.85,38.85,FRAUD
308,17,17,0,0,1,0,0,0,1,2,0,-9.04,28,0,12.95,12.95,FRAUD
672,8,8,1,0,0,1,0,0,1,2,1,40.272,8,0,49.95,49.95,LEGIT
308,13,13,0,0,1,0,0,0,1,3,1,38.32,8,2,12.95,12.95,LEGIT
166,17,17,0,0,1,1,1,0,1,3,0,-20.768,7,0,38.85,38.85,LEGIT
670,21,21,0,0,1,0,0,0,1,3,0,-20.416,9,0,12.95,12.95,FRAUD
362,13,13,0,0,1,0,1,0,2,2,1,-8.752,8,0,25.9,25.9,FRAUD
398,10,10,0,0,0,0,0,0,1,2,1,0.712,20,0,38.85,38.85,LEGIT
